dataset,chromosomes,start_position,end_position,score,score_sma,dataset_strand,product,sample_strand,time_after_exposure,replicate,async,early,late,ear_la
.,chr1,10450000,10500000,0.345335,0.341632573775269,.,CPD,+,12,_,1.15412247034445,0.988285635613767,1.02976275382809,0.959721675638261
.,chr1,1050000,1100000,0.352675501333793,0.321886001796991,.,CPD,-,12,_,0.403674768135599,0.623016407518252,0.619674798905504,1.00539251978401
.,chr1,1050000,1100000,0.352675501333793,0.321886001796991,.,CPD,+,12,_,0.622170582855059,0.725164292835585,0.69221544480177,1.04759912290494
.,chr1,10500000,10550000,-0.0152743,0.302691823924731,.,CPD,+,12,_,1.12218207066085,1.41224084265263,1.02101146601221,1.38317824007252
.,chr1,10500000,10550000,-0.0152743,0.302691823924731,.,CPD,-,12,_,0.976062142992995,1.18554166702108,0.776096910598664,1.5275691100311
.,chr1,10550000,10600000,0.0201335,0.242869964942225,.,CPD,+,12,_,1.20251756789246,1.43234220611618,0.944673164059548,1.51623043885461
.,chr1,10550000,10600000,0.0201335,0.242869964942225,.,CPD,-,12,_,1.43239400461063,1.63545256778073,1.37578320035443,1.18874294100946
.,chr1,10600000,10650000,0.129571903874351,0.116465164942225,.,CPD,-,12,_,1.36322706951192,1.49968208618583,1.05471052729574,1.42188974829994
.,chr1,10600000,10650000,0.129571903874351,0.116465164942225,.,CPD,+,12,_,0.889379517236973,0.803605377451928,0.968675745131926,0.829591719923247
.,chr1,10650000,10700000,0.0730129826062497,0.038376864942225,.,CPD,-,12,_,0.997226074585372,0.675436093195072,0.837494633753125,0.806496025136533
.,chr1,10650000,10700000,0.0730129826062497,0.038376864942225,.,CPD,+,12,_,1.08483279125507,0.981652928540335,0.91291414036665,1.07529600554339
.,chr1,10700000,10750000,-0.0460289999999999,0.0238430468654276,.,CPD,-,12,_,0.736567544693837,0.868836933790593,0.595620231542809,1.45870957327974
.,chr1,10700000,10750000,-0.0460289999999999,0.0238430468654276,.,CPD,+,12,_,0.635317232847569,0.843618007920828,0.691235589468101,1.22044932404303
.,chr1,10750000,10800000,0.252921689096696,0.0744721140301647,.,CPD,-,12,_,0.764938802603054,1.39835158027362,0.982115363230309,1.42381601248376
.,chr1,10750000,10800000,0.252921689096696,0.0744721140301647,.,CPD,+,12,_,0.760243761819952,1.69073973291661,0.982415974382303,1.72100187395636
.,chr1,10800000,10850000,0.227727873844954,0.143022250576094,.,CPD,-,12,_,0.731692667729511,1.22357375848315,0.935519789881155,1.30790793708232
.,chr1,10800000,10850000,0.227727873844954,0.143022250576094,.,CPD,+,12,_,0.68351693684506,0.858874966875334,0.788544681435961,1.08918998136072
.,chr1,10850000,10900000,-0.293617,0.224761418450918,.,CPD,+,12,_,0.936119133235455,1.03827961806508,0.778615134610552,1.33349529428864
.,chr1,10850000,10900000,-0.293617,0.224761418450918,.,CPD,-,12,_,0.698755978740216,0.856422726687833,0.781186802801808,1.09630977330414
.,chr1,10900000,10950000,-0.310014,0.253893920190293,.,CPD,-,12,_,0.739128172040181,0.94586147868981,0.664629501708332,1.4231409774297
.,chr1,10900000,10950000,-0.310014,0.253893920190293,.,CPD,+,12,_,0.6046054166697,0.681099922625863,0.538693460150306,1.26435528368178
.,chr1,10950000,11000000,0.199996819232026,0.259215065887022,.,CPD,-,12,_,0.988906555876833,1.20003609558218,1.10610646331707,1.08491916047885
.,chr1,10950000,11000000,0.199996819232026,0.259215065887022,.,CPD,+,12,_,0.713265083464708,1.17367687649953,0.761608537832434,1.54105005156567
.,chr1,1100000,1150000,0.384738,0.369034501796991,.,CPD,+,12,_,0.499175385625472,0.691923225937103,0.529297328975266,1.3072486635757
.,chr1,1100000,1150000,0.384738,0.369034501796991,.,CPD,-,12,_,0.492486283162888,0.897857755927494,0.910710921975889,0.985886667505307
.,chr1,11000000,11050000,0.491016371647371,0.270214239618807,.,CPD,-,12,_,0.912696900270537,0.959284197595068,0.88902283422826,1.07903212455482
.,chr1,11000000,11050000,0.491016371647371,0.270214239618807,.,CPD,+,12,_,0.878762415981125,1.08860967592563,0.843629088021454,1.29038897707845
.,chr1,11050000,11100000,0.705634865459297,0.289887453626175,.,CPD,-,12,_,0.973442441331992,0.878952899032387,0.770627182632946,1.14056825251003
.,chr1,11050000,11100000,0.705634865459297,0.289887453626175,.,CPD,+,12,_,0.867279587064477,0.796271548573679,0.725791597614084,1.0971076975695
.,chr1,11100000,11150000,0.946963582622582,0.337185232927884,.,CPD,-,12,_,0.869537200977276,1.08836137359858,0.924240314304278,1.17757401051895
.,chr1,11100000,11150000,0.946963582622582,0.337185232927884,.,CPD,+,12,_,1.16496456086446,1.09956874270876,0.875343289211644,1.25615716286471
.,chr1,11150000,11200000,0.364338,0.33453303706718,.,CPD,+,12,_,1.85170305808438,1.64325836590479,1.16518862884036,1.41029385734757
.,chr1,11150000,11200000,0.364338,0.33453303706718,.,CPD,-,12,_,1.37990602776575,1.56443835507065,1.37445268367822,1.13822641815795
.,chr1,11200000,11250000,0.00718245696729931,0.314657047143977,.,CPD,+,12,_,1.48417359935953,1.6105228150782,1.29400079854628,1.24460728068136
.,chr1,11200000,11250000,0.00718245696729931,0.314657047143977,.,CPD,-,12,_,0.839783597433747,1.91035193927375,0.97227608374639,1.96482457113698
.,chr1,11250000,11300000,0.362913426414546,0.261894109483105,.,CPD,+,12,_,1.45838690329938,1.17715514616218,1.11259029346988,1.05803111268474
.,chr1,11250000,11300000,0.362913426414546,0.261894109483105,.,CPD,-,12,_,0.848044173142092,1.19995833611281,0.97808816272,1.22684066922536
.,chr1,11300000,11350000,0.424460013918629,0.149434745071789,.,CPD,-,12,_,1.06080772314186,0.957126857046485,1.31056704717051,0.730315064088405
.,chr1,11300000,11350000,0.424460013918629,0.149434745071789,.,CPD,+,12,_,0.86432339635225,1.7050956783809,1.03050086451538,1.6546280911494
.,chr1,11350000,11400000,0.179360793017094,0.0244848892964194,.,CPD,-,12,_,0.61652035000642,1.27823459568983,1.00965945978573,1.26600566488141
.,chr1,11350000,11400000,0.179360793017094,0.0244848892964194,.,CPD,+,12,_,0.926505073885701,1.1166042900653,1.33646340086377,0.835491858096243
.,chr1,11400000,11450000,-0.336535958607048,-0.00138670298844977,.,CPD,-,12,_,0.687055337413723,1.30575293630322,0.707223862590847,1.84630780347218
.,chr1,11400000,11450000,-0.336535958607048,-0.00138670298844977,.,CPD,+,12,_,0.640255758530447,0.920068342214945,0.988447798932886,0.930821377930365
.,chr1,11450000,11500000,0.00123691999999999,0.0436018513148203,.,CPD,+,12,_,0.584078823130044,0.50320465431381,0.614005872498488,0.819543715870647
.,chr1,11450000,11500000,0.00123691999999999,0.0436018513148203,.,CPD,-,12,_,0.513816365687794,0.646773358733359,0.838891874872622,0.770985365463893
.,chr1,1150000,1200000,0.197304300121584,0.410956901796991,.,CPD,-,12,_,0.733086574683509,0.975557235967729,1.01289200620542,0.963140423649356
.,chr1,1150000,1200000,0.197304300121584,0.410956901796991,.,CPD,+,12,_,0.4529917173541,0.753949579584609,0.57225579485973,1.31750449074861
.,chr1,11500000,11550000,-0.0366130049613472,0.0611093086733657,.,CPD,-,12,_,0.563801345057812,0.861512891688882,0.491900422209153,1.75139693481005
.,chr1,11500000,11550000,-0.0366130049613472,0.0611093086733657,.,CPD,+,12,_,0.491808986939286,0.520483741809539,0.785154051160534,0.662906522662926
.,chr1,11550000,11600000,-0.418958778653867,0.0933716972798696,.,CPD,-,12,_,0.443561375015199,0.532417361057733,0.718878250065872,0.7406224364264
.,chr1,11550000,11600000,-0.418958778653867,0.0933716972798696,.,CPD,+,12,_,0.421923656501648,0.446170939380897,0.471280497839004,0.946720565410103
.,chr1,11600000,11650000,-0.302534975131111,0.13261543820554,.,CPD,+,12,_,0.626386914230717,0.813286520453732,0.826255608064872,0.984303782649641
.,chr1,11600000,11650000,-0.302534975131111,0.13261543820554,.,CPD,-,12,_,0.881196286343898,0.811389085528771,0.930586575289937,0.871911444967892
.,chr1,11650000,11700000,0.105622077151308,0.21501581017048,.,CPD,-,12,_,0.761025757374312,1.29964415453794,0.898700455538644,1.44613719346453
.,chr1,11650000,11700000,0.105622077151308,0.21501581017048,.,CPD,+,12,_,0.887156005494112,0.829698318670296,1.03559095655019,0.801183433886126
.,chr1,11700000,11750000,0.457068,0.30631819048384,.,CPD,-,12,_,1.31023004319378,1.01327707011423,0.913428271543892,1.10931213942127
.,chr1,11700000,11750000,0.457068,0.30631819048384,.,CPD,+,12,_,0.88404039304412,1.02741500488141,1.00047751526248,1.02692463269588
.,chr1,11750000,11800000,0.537988,0.386016690979975,.,CPD,-,12,_,1.24559862738623,1.0453137422555,1.02969404276907,1.01516926274956
.,chr1,11750000,11800000,0.537988,0.386016690979975,.,CPD,+,12,_,1.30936445057474,1.13101667615126,1.03434546088402,1.09346124570858
.,chr1,11800000,11850000,0.747083899983668,0.486532687176941,.,CPD,-,12,_,0.87401620483012,0.733404376777882,0.812679267721243,0.902452426077451
.,chr1,11800000,11850000,0.747083899983668,0.486532687176941,.,CPD,+,12,_,1.02156118628333,1.09660216428268,0.851016161144758,1.28857971722602
.,chr1,11850000,11900000,0.5717982022738,0.578139184690052,.,CPD,-,12,_,1.15265342493112,1.1079780117208,1.09061382482412,1.01592148063911
.,chr1,11850000,11900000,0.5717982022738,0.578139184690052,.,CPD,+,12,_,1.21564941167063,1.16375822690354,1.20309388091047,0.967304584761777
.,chr1,11900000,11950000,0.487467761042354,0.629302573232134,.,CPD,+,12,_,0.950896577584857,1.02392728485857,0.958898146990091,1.06781652261254
.,chr1,11900000,11950000,0.487467761042354,0.629302573232134,.,CPD,-,12,_,0.969914936040176,0.737483691354247,0.81928289283263,0.900157561943511
.,chr1,11950000,12000000,0.914260723133597,0.621712829496425,.,CPD,+,12,_,1.17137557996229,0.704167155470639,0.786340532367902,0.895498993737719
.,chr1,11950000,12000000,0.914260723133597,0.621712829496425,.,CPD,-,12,_,1.41693217018744,1.04305083027346,1.0265666997558,1.0160575348115
.,chr1,1200000,1250000,0.164209079306246,0.396740701796991,.,CPD,+,12,_,0.763869784988855,0.78790626505623,0.754424946282462,1.04437992001557
.,chr1,1200000,1250000,0.164209079306246,0.396740701796991,.,CPD,-,12,_,0.79264171753932,0.801183332187354,1.02775181300162,0.779549422391622
.,chr1,12000000,12050000,0.760372,0.614362729496425,.,CPD,-,12,_,1.10314241750051,0.750152173413391,0.907351052556769,0.826749659130921
.,chr1,12000000,12050000,0.760372,0.614362729496425,.,CPD,+,12,_,0.839572919899287,0.871041750347691,0.887836767162772,0.981083215478052
.,chr1,12050000,12100000,0.586201183315791,0.580476139498058,.,CPD,-,12,_,0.947439527193598,0.885111402440263,0.812774320422028,1.0890002060851
.,chr1,12050000,12100000,0.586201183315791,0.580476139498058,.,CPD,+,12,_,0.810628199356177,1.11748609405442,0.93147432624502,1.19969607596085
.,chr1,12100000,12150000,0.61353,0.546060802620948,.,CPD,-,12,_,0.623497034358741,1.00236263963734,0.881456988879183,1.13716568395685
.,chr1,12100000,12150000,0.61353,0.546060802620948,.,CPD,+,12,_,0.817277073461501,1.05353212476188,0.712339676274343,1.47897437114837
.,chr1,12150000,12200000,0.617255962572134,0.488632971085136,.,CPD,-,12,_,0.924900936031149,1.12068046256877,1.32324355220956,0.846919269470421
.,chr1,12150000,12200000,0.617255962572134,0.488632971085136,.,CPD,+,12,_,1.17552891156291,1.3864003873497,0.893042537517498,1.55244608079213
.,chr1,12200000,12250000,0.381170562642906,0.397351258923348,.,CPD,-,12,_,1.03908484553179,1.16729218118014,0.862363124702965,1.35359704948215
.,chr1,12200000,12250000,0.381170562642906,0.397351258923348,.,CPD,+,12,_,0.774525530763213,1.35878000017755,0.972588840133273,1.39707545892811
.,chr1,12250000,12300000,0.464487,0.354056307629478,.,CPD,+,12,_,0.77940867989372,1.45815537566155,1.12983371300837,1.29059290661364
.,chr1,12250000,12300000,0.464487,0.354056307629478,.,CPD,-,12,_,0.875563850958493,0.93779035808651,0.75855194946368,1.23629022211275
.,chr1,12300000,12350000,0.408218,0.378495920340798,.,CPD,-,12,_,1.15492360782957,1.67638850119224,1.11044817324061,1.50965037503736
.,chr1,12300000,12350000,0.408218,0.378495920340798,.,CPD,+,12,_,0.940691263833523,1.29369458764541,1.0238658921036,1.26353909982042
.,chr1,12350000,12400000,0.227644833502704,0.363224620340798,.,CPD,+,12,_,1.18630522502941,0.908572838551612,0.862755664500806,1.053105619512
.,chr1,12350000,12400000,0.227644833502704,0.363224620340798,.,CPD,-,12,_,1.19644461143184,1.22800556162284,1.10121025897935,1.11514177388886
.,chr1,12400000,12450000,-0.0868105543157732,0.345535837820745,.,CPD,-,12,_,1.02349134057915,1.13197682084105,0.870087826399177,1.30099144764005
.,chr1,12400000,12450000,-0.0868105543157732,0.345535837820745,.,CPD,+,12,_,0.896268345391536,1.06821527931264,1.10002856620828,0.971079581137338
.,chr1,12450000,12500000,0.00144360151571522,0.304975221556455,.,CPD,+,12,_,1.22713668845395,1.50326385939902,1.17360259571908,1.28089684266415
.,chr1,12450000,12500000,0.00144360151571522,0.304975221556455,.,CPD,-,12,_,1.59328678766641,1.06102715791278,1.14855848901925,0.923790271071693
.,chr1,1250000,1300000,0.272680137208289,0.43573919614062,.,CPD,-,12,_,1.15773213258663,0.914570210167713,1.18847026690462,0.769535625447087
.,chr1,1250000,1300000,0.272680137208289,0.43573919614062,.,CPD,+,12,_,1.0186766108485,0.651690991435254,0.917410641151617,0.710359093521297
.,chr1,12500000,12550000,0.3274224870613,0.257465010915508,.,CPD,-,12,_,2.0395764134172,1.45454023014777,1.23614495668457,1.17667448488319
.,chr1,12500000,12550000,0.3274224870613,0.257465010915508,.,CPD,+,12,_,1.48899557120328,1.34476490043367,1.09707886483768,1.22576866944988
.,chr1,12550000,12600000,0.830597310428991,0.20007205014463,.,CPD,-,12,_,1.37526809888465,1.10916733449141,0.878203672827107,1.26299555423264
.,chr1,12550000,12600000,0.830597310428991,0.20007205014463,.,CPD,+,12,_,1.01146455620445,1.06538989318492,0.850596154703886,1.2525214078305
.,chr1,12600000,12650000,0.460817,0.168397423079338,.,CPD,+,12,_,1.50553690683999,1.65585506846311,1.32175638870836,1.25276872698246
.,chr1,12600000,12650000,0.460817,0.168397423079338,.,CPD,-,12,_,0.975937938332243,1.30695634817646,1.53331710636233,0.852371856254253
.,chr1,12650000,12700000,0.440368137371611,0.13848299092004,.,CPD,-,12,_,1.22081479366428,1.43117412203294,1.03947702290293,1.37682131543045
.,chr1,12650000,12700000,0.440368137371611,0.13848299092004,.,CPD,+,12,_,1.34071405704267,1.59551875733625,0.998504512801319,1.59790840890643
.,chr1,12700000,12750000,-0.0244356,-0.000889553540698478,.,CPD,-,12,_,0.654530619258265,1.06853373787863,0.711967415836261,1.50081831571401
.,chr1,12700000,12750000,-0.0244356,-0.000889553540698478,.,CPD,+,12,_,0.892095495227887,0.818195392756421,0.577329532354748,1.41720689294943
.,chr1,12750000,12800000,-0.0106151064094655,-0.233820229285821,.,CPD,-,12,_,0.56341413669637,0.536602520402977,0.516496514952844,1.03892766914791
.,chr1,12750000,12800000,-0.0106151064094655,-0.233820229285821,.,CPD,+,12,_,0.499732882466505,0.540949626410225,0.524751662250659,1.03086786631622
.,chr1,12800000,12850000,-0.165711607708779,-0.425152468322898,.,CPD,+,12,_,0.449669295183974,0.717553157921331,0.568224531434767,1.26279862664414
.,chr1,12800000,12850000,-0.165711607708779,-0.425152468322898,.,CPD,-,12,_,0.587197703261924,0.481939120825063,0.566280403896313,0.851060918776392
.,chr1,12850000,12900000,-0.0891014371502196,-0.583253183042802,.,CPD,-,12,_,0.568273191510066,0.459381547704062,0.514224152717167,0.893348834893662
.,chr1,12850000,12900000,-0.0891014371502196,-0.583253183042802,.,CPD,+,12,_,0.582757061769218,0.422090092894901,0.441641581423326,0.95572996440821
.,chr1,12900000,12950000,-0.385954875908752,-0.741660057164425,.,CPD,-,12,_,0.916770265686832,0.642027486805025,1.0945721524771,0.586555655880762
.,chr1,12900000,12950000,-0.385954875908752,-0.741660057164425,.,CPD,+,12,_,0.631536840994626,0.721886853671167,0.926593894753889,0.779075771768284
.,chr1,12950000,13000000,-1.39228184309167,-0.836156997164425,.,CPD,-,12,_,0.972281169723414,1.46609165694501,1.29884724348466,1.12876372822077
.,chr1,12950000,13000000,-1.39228184309167,-0.836156997164425,.,CPD,+,12,_,1.26989100333624,1.67934135250065,0.424517967475776,3.95587815160375
.,chr1,1300000,1350000,0.628752,0.466945269445705,.,CPD,+,12,_,0.920800340886656,0.679573011685271,0.781940138007631,0.869085724921105
.,chr1,1300000,1350000,0.628752,0.466945269445705,.,CPD,-,12,_,0.819567046784375,0.918013221735236,0.682756869583972,1.3445682681957
.,chr1,13150000,13200000,-2.00188427038993,-0.964186486523478,.,CPD,-,12,_,0,0.785146606363941,0.48665494705564,1.61335379638949
.,chr1,13150000,13200000,-2.00188427038993,-0.964186486523478,.,CPD,+,12,_,2.94179378778383,1.88074884579043,1.52895443679405,1.23008822272953
.,chr1,13200000,13250000,-1.08272507994177,-1.06546722325038,.,CPD,+,12,_,0.96222308865731,3.71282952083478,1.42736476020841,2.60117779585134
.,chr1,13200000,13250000,-1.08272507994177,-1.06546722325038,.,CPD,-,12,_,1.10516975593013,1.10688730089887,0.318807959764417,3.47195628903621
.,chr1,1350000,1400000,0.696685,0.506555053385747,.,CPD,-,12,_,0.54699688110897,0.856544852801588,0.642968212107764,1.33217293899131
.,chr1,1350000,1400000,0.696685,0.506555053385747,.,CPD,+,12,_,0.489335587075182,0.732634232092804,0.831008482519578,0.881620642272498
.,chr1,13700000,13750000,-1.12019014719904,-1.1530447881542,.,CPD,+,12,_,1.01090731980208,0.902423841869563,0,Inf
.,chr1,13700000,13750000,-1.12019014719904,-1.1530447881542,.,CPD,-,12,_,1.8281636918955,0.588112196100229,0,Inf
.,chr1,13750000,13800000,-1.14370060384462,-1.21013670501112,.,CPD,+,12,_,0.943486902656639,0.578476423216399,0.62414016594591,0.926837359264795
.,chr1,13750000,13800000,-1.14370060384462,-1.21013670501112,.,CPD,-,12,_,1.3134069234348,0.828247883609128,0.613963290315542,1.34901857598596
.,chr1,13800000,13850000,-0.969405,-1.20988680370198,.,CPD,-,12,_,0.558549151092595,0.446499649307569,0.457671999507618,0.975588739944614
.,chr1,13800000,13850000,-0.969405,-1.20988680370198,.,CPD,+,12,_,0.405768981272399,0.540324017580487,0.693337960019786,0.779308286488551
.,chr1,13850000,13900000,-1.29091,-1.08059647705496,.,CPD,-,12,_,0.504684641594877,0.315384368922249,0.539747923413628,0.584317892188645
.,chr1,13850000,13900000,-1.29091,-1.08059647705496,.,CPD,+,12,_,0.437676646988463,0.291334838568975,0.34212081894278,0.851555422640625
.,chr1,13900000,13950000,-1.17851897497777,-1.08377152637215,.,CPD,-,12,_,0.585615826286106,0.29005475110768,0.408603538626672,0.709868426696847
.,chr1,13900000,13950000,-1.17851897497777,-1.08377152637215,.,CPD,+,12,_,0.477610995101552,0.504712762988477,0.453173690883534,1.11372917965397
.,chr1,13950000,14000000,-0.964877086188437,-1.08363028271892,.,CPD,-,12,_,0.680013016422785,0.375634157697889,0.554085304339932,0.677935608029476
.,chr1,13950000,14000000,-0.964877086188437,-1.08363028271892,.,CPD,+,12,_,0.755835209526366,0.347120801636058,0.649983469692108,0.534045583959983
.,chr1,1400000,1450000,0.681577,0.543759723373589,.,CPD,-,12,_,0.593506363012215,0.67359882430049,0.696171103655235,0.96757653508422
.,chr1,1400000,1450000,0.681577,0.543759723373589,.,CPD,+,12,_,0.523065067526904,0.853252684241337,0.547774707034835,1.55767083306947
.,chr1,14000000,14050000,-0.956874044477915,-1.09481622233446,.,CPD,-,12,_,0.666313364803854,0.582462522983524,0.570040960535421,1.02179064893238
.,chr1,14000000,14050000,-0.956874044477915,-1.09481622233446,.,CPD,+,12,_,0.886438241735621,0.526765397632057,0.63861802490932,0.82485206662755
.,chr1,14050000,14100000,-1.38978283000036,-1.11369312381887,.,CPD,-,12,_,1.56357267381207,0.99052330899114,1.67052969350002,0.592939660303695
.,chr1,14050000,14100000,-1.38978283000036,-1.11369312381887,.,CPD,+,12,_,1.40236020027918,0.85107465424769,1.04036840409944,0.818051231558111
.,chr1,14100000,14150000,-0.708981003919718,-1.08886870637612,.,CPD,+,12,_,0.989808290065476,0.79389701542738,0.883393166879804,0.898690464441185
.,chr1,14100000,14150000,-0.708981003919718,-1.08886870637612,.,CPD,-,12,_,0.953088257240099,0.889547706431823,0.831342654149627,1.07001331158899
.,chr1,14150000,14200000,-1.11447557311364,-1.07440880887834,.,CPD,-,12,_,0.362091371064134,0.354290597297048,0.295388164862044,1.19940688030786
.,chr1,14150000,14200000,-1.11447557311364,-1.07440880887834,.,CPD,+,12,_,0.356924226769375,0.264944630855685,0.345464006747031,0.766923979578844
.,chr1,14200000,14250000,-1.11877771066672,-1.06183216881828,.,CPD,-,12,_,0.380590008959255,0.324782340688856,0.326410303420337,0.995012526521306
.,chr1,14200000,14250000,-1.11877771066672,-1.06183216881828,.,CPD,+,12,_,0.453162270578298,0.523694603913745,0.537222622554433,0.974818598337569
.,chr1,14250000,14300000,-1.25556,-1.09474376437049,.,CPD,-,12,_,0.572425442861402,0.415614227451584,0.460337708454322,0.902846366523164
.,chr1,14250000,14300000,-1.25556,-1.09474376437049,.,CPD,+,12,_,0.67138360258513,0.561851361714029,0.526362200722155,1.06742346039131
.,chr1,14300000,14350000,-1.15817401484412,-1.03874008137045,.,CPD,-,12,_,0.251092053224978,0.216477596220787,0.317579412713301,0.681648707550874
.,chr1,14300000,14350000,-1.15817401484412,-1.03874008137045,.,CPD,+,12,_,0.318607497205081,0.361535140423363,0.423851095225256,0.852976775325365
.,chr1,14350000,14400000,-1.04266582557253,-1.08838105345335,.,CPD,+,12,_,0.442991921417451,0.400144947603929,0.334015697672217,1.19798246128123
.,chr1,14350000,14400000,-1.04266582557253,-1.08838105345335,.,CPD,-,12,_,0.646831462159271,0.29984082639502,0.452596424756691,0.662490488200851
.,chr1,14400000,14450000,-1.03392,-1.09893749614198,.,CPD,-,12,_,0.425048519572865,0.321594589442036,0.355665417364428,0.904205395692205
.,chr1,14400000,14450000,-1.03392,-1.09893749614198,.,CPD,+,12,_,0.401403454276888,0.30178686910494,0.284262205610378,1.06164964300102
.,chr1,14450000,14500000,-0.839110685587776,-1.11476197654339,.,CPD,-,12,_,0.315197401336558,0.274540211047642,0.363583046767146,0.755096293649436
.,chr1,14450000,14500000,-0.839110685587776,-1.11476197654339,.,CPD,+,12,_,0.39171861540497,0.253080352056379,0.300005477435316,0.843585771232946
.,chr1,1450000,1500000,0.251103,0.615290815442964,.,CPD,-,12,_,0.497653449100099,0.938252489366404,0.694530647053392,1.3509158931244
.,chr1,1450000,1500000,0.251103,0.615290815442964,.,CPD,+,12,_,0.702319170251492,0.908773012112334,0.84223417062347,1.07900278071075
.,chr1,14500000,14550000,-1.28599,-1.10099492392798,.,CPD,-,12,_,0.42918047955078,0.320666554531726,0.321869215893842,0.996263509205824
.,chr1,14500000,14550000,-1.28599,-1.10099492392798,.,CPD,+,12,_,0.508199574308046,0.272198501984927,0.357565005853424,0.761255988502714
.,chr1,14550000,14600000,-0.829746,-1.08155790073449,.,CPD,-,12,_,0.619000791288284,0.326265798828912,0.354006463373672,0.921637971577149
.,chr1,14550000,14600000,-0.829746,-1.08155790073449,.,CPD,+,12,_,0.480913955318853,0.240329717887368,0.391368194334454,0.614075751086681
.,chr1,14600000,14650000,-1.20539072474867,-1.10543531817724,.,CPD,-,12,_,0.584986740962074,0.331823345315536,0.488380567294097,0.679436012685811
.,chr1,14600000,14650000,-1.20539072474867,-1.10543531817724,.,CPD,+,12,_,0.433607163897469,0.240905325894972,0.273259669111786,0.881598542068136
.,chr1,14650000,14700000,-1.22004,-1.1508936650088,.,CPD,-,12,_,0.576366611712423,0.423324535679213,0.419250377649745,1.00971772059528
.,chr1,14650000,14700000,-1.22004,-1.1508936650088,.,CPD,+,12,_,0.435125272787683,0.301228198002556,0.423235641920883,0.711726915614697
.,chr1,14700000,14750000,-1.2770225146808,-1.17370559645002,.,CPD,-,12,_,0.420494057341848,0.23603464314917,0.32736312749204,0.721017803554889
.,chr1,14700000,14750000,-1.2770225146808,-1.17370559645002,.,CPD,+,12,_,0.441164555697319,0.282891816863705,0.364401031596489,0.776320021994225
.,chr1,14750000,14800000,-1.11788947384586,-1.15922128687756,.,CPD,-,12,_,0.605350514827784,0.339866702291799,0.435723927692864,0.780004678860249
.,chr1,14750000,14800000,-1.11788947384586,-1.15922128687756,.,CPD,+,12,_,0.481315860377495,0.210951746250082,0.346342303465133,0.609084550571857
