chromosomes,start_position,end_position,dataset,score,dataset_strand,product,phase,time_after_exposure,sample_strand,replicate,real,sim,real_sim,score_sma
chr1,10300000,10350000,.,0.825946463670017,.,CPD,late,12,-,_,1.37714420866095,1.00331829804572,1.37258954744808,0.575492749583893
chr1,10300000,10350000,.,0.825946463670017,.,CPD,early,12,+,_,1.47117791375353,1.44779251042148,1.01615245497108,0.575492749583893
chr1,10300000,10350000,.,0.825946463670017,.,CPD,late,12,+,_,1.37162605418163,1.11747854585909,1.22742942964256,0.575492749583893
chr1,10350000,10400000,.,0.970431,.,CPD,early,12,-,_,1.6853926859007,1.15170070260553,1.46339468412912,0.508891939971328
chr1,10350000,10400000,.,0.970431,.,CPD,early,12,+,_,1.86486739995817,1.28875589600315,1.44702918973386,0.508891939971328
chr1,10350000,10400000,.,0.970431,.,CPD,late,12,-,_,1.42136443554456,1.11830921649056,1.27099411735606,0.508891939971328
chr1,10350000,10400000,.,0.970431,.,CPD,late,12,+,_,1.29363717460013,1.15491787809281,1.12011182711657,0.508891939971328
chr1,10400000,10450000,.,0.470869,.,CPD,early,12,-,_,1.51997530912398,1.37074126733178,1.10887105053946,0.433953273775269
chr1,10400000,10450000,.,0.470869,.,CPD,early,12,+,_,1.50834863231911,1.47794825864314,1.0205693084979,0.433953273775269
chr1,10400000,10450000,.,0.470869,.,CPD,late,12,-,_,1.19370390639235,1.42178239749678,0.839582701610324,0.433953273775269
chr1,10400000,10450000,.,0.470869,.,CPD,late,12,+,_,1.56131514400106,1.63171269546513,0.956856650279356,0.433953273775269
chr1,10450000,10500000,.,0.345335,.,CPD,late,12,-,_,1.52569402812311,2.0818716891238,0.732847291258971,0.341632573775269
chr1,10450000,10500000,.,0.345335,.,CPD,late,12,+,_,1.69245614743264,1.64353987473427,1.02976275382809,0.341632573775269
chr1,10450000,10500000,.,0.345335,.,CPD,early,12,-,_,1.39196370698585,1.61227919834481,0.863351526469396,0.341632573775269
chr1,10450000,10500000,.,0.345335,.,CPD,early,12,+,_,1.58732985061424,1.60614481624883,0.988285635613767,0.341632573775269
chr1,1050000,1100000,.,0.352675501333793,.,CPD,early,12,-,_,3.41706140778465,5.4847053248506,0.623016407518252,0.321886001796991
chr1,1050000,1100000,.,0.352675501333793,.,CPD,early,12,+,_,3.03752819364702,4.18874484535012,0.725164292835585,0.321886001796991
chr1,1050000,1100000,.,0.352675501333793,.,CPD,late,12,-,_,2.66350980400796,4.29823805762695,0.619674798905504,0.321886001796991
chr1,1050000,1100000,.,0.352675501333793,.,CPD,late,12,+,_,2.5840178679552,3.73296765820529,0.69221544480177,0.321886001796991
chr1,10500000,10550000,.,-0.0152743,.,CPD,early,12,+,_,1.70641461434081,1.20830283532632,1.41224084265263,0.302691823924731
chr1,10500000,10550000,.,-0.0152743,.,CPD,early,12,-,_,1.49152189612635,1.25809318863849,1.18554166702108,0.302691823924731
chr1,10500000,10550000,.,-0.0152743,.,CPD,late,12,+,_,1.58070571719171,1.54817626423483,1.02101146601221,0.302691823924731
chr1,10500000,10550000,.,-0.0152743,.,CPD,late,12,-,_,1.35754561903443,1.74919600953862,0.776096910598664,0.302691823924731
chr1,10550000,10600000,.,0.0201335,.,CPD,early,12,+,_,1.98587092074735,1.386450048227,1.43234220611618,0.242869964942225
chr1,10550000,10600000,.,0.0201335,.,CPD,early,12,-,_,2.05270528773832,1.25512982044095,1.63545256778073,0.242869964942225
chr1,10550000,10600000,.,0.0201335,.,CPD,late,12,-,_,1.77662143117803,1.29135275871979,1.37578320035443,0.242869964942225
chr1,10550000,10600000,.,0.0201335,.,CPD,late,12,+,_,1.6700468006761,1.76785671935402,0.944673164059548,0.242869964942225
chr1,10600000,10650000,.,0.129571903874351,.,CPD,early,12,-,_,1.4424341222256,0.961826600125747,1.49968208618583,0.116465164942225
chr1,10600000,10650000,.,0.129571903874351,.,CPD,early,12,+,_,1.14377147474435,1.42329992660206,0.803605377451928,0.116465164942225
chr1,10600000,10650000,.,0.129571903874351,.,CPD,late,12,-,_,1.33456522297554,1.26533791826023,1.05471052729574,0.116465164942225
chr1,10600000,10650000,.,0.129571903874351,.,CPD,late,12,+,_,1.19791105344392,1.23664813480054,0.968675745131926,0.116465164942225
chr1,10650000,10700000,.,0.0730129826062497,.,CPD,early,12,-,_,1.94776252354751,2.8837110470864,0.675436093195072,0.038376864942225
chr1,10650000,10700000,.,0.0730129826062497,.,CPD,early,12,+,_,1.9326188682367,1.96873947201523,0.981652928540335,0.038376864942225
chr1,10650000,10700000,.,0.0730129826062497,.,CPD,late,12,-,_,1.95650981730648,2.33614609390228,0.837494633753125,0.038376864942225
chr1,10650000,10700000,.,0.0730129826062497,.,CPD,late,12,+,_,1.91874943894146,2.10178521078756,0.91291414036665,0.038376864942225
chr1,10700000,10750000,.,-0.0460289999999999,.,CPD,early,12,-,_,3.50454599720348,4.03360614737419,0.868836933790593,0.0238430468654276
chr1,10700000,10750000,.,-0.0460289999999999,.,CPD,early,12,+,_,2.95859790991185,3.50703503497227,0.843618007920828,0.0238430468654276
chr1,10700000,10750000,.,-0.0460289999999999,.,CPD,late,12,-,_,2.86405095293152,4.808518584926,0.595620231542809,0.0238430468654276
chr1,10700000,10750000,.,-0.0460289999999999,.,CPD,late,12,+,_,3.51951465097298,5.0916282445486,0.691235589468101,0.0238430468654276
chr1,10750000,10800000,.,0.252921689096696,.,CPD,late,12,-,_,3.11001359996979,3.16664794830267,0.982115363230309,0.0744721140301647
chr1,10750000,10800000,.,0.252921689096696,.,CPD,early,12,-,_,3.95947287137089,2.83152887101263,1.39835158027362,0.0744721140301647
chr1,10750000,10800000,.,0.252921689096696,.,CPD,early,12,+,_,4.8856275565353,2.88963905053994,1.69073973291661,0.0744721140301647
chr1,10750000,10800000,.,0.252921689096696,.,CPD,late,12,+,_,3.19453236928199,3.25171053055256,0.982415974382303,0.0744721140301647
chr1,10800000,10850000,.,0.227727873844954,.,CPD,early,12,-,_,2.59286376464773,2.11909069369228,1.22357375848315,0.143022250576094
chr1,10800000,10850000,.,0.227727873844954,.,CPD,early,12,+,_,2.33772551561708,2.72184614266026,0.858874966875334,0.143022250576094
chr1,10800000,10850000,.,0.227727873844954,.,CPD,late,12,-,_,2.12293400611851,2.26925611738069,0.935519789881155,0.143022250576094
chr1,10800000,10850000,.,0.227727873844954,.,CPD,late,12,+,_,2.02155466983006,2.56365265966762,0.788544681435961,0.143022250576094
chr1,10850000,10900000,.,-0.293617,.,CPD,early,12,-,_,2.44315235259589,2.85274114810644,0.856422726687833,0.224761418450918
chr1,10850000,10900000,.,-0.293617,.,CPD,early,12,+,_,2.11411698803632,2.03617306094878,1.03827961806508,0.224761418450918
chr1,10850000,10900000,.,-0.293617,.,CPD,late,12,-,_,2.32082358830637,2.97089451586035,0.781186802801808,0.224761418450918
chr1,10850000,10900000,.,-0.293617,.,CPD,late,12,+,_,2.2878260965295,2.93832728755501,0.778615134610552,0.224761418450918
chr1,10900000,10950000,.,-0.310014,.,CPD,early,12,-,_,2.03957175333116,2.15631125622786,0.94586147868981,0.253893920190293
chr1,10900000,10950000,.,-0.310014,.,CPD,late,12,-,_,1.42053338290731,2.13733121875577,0.664629501708332,0.253893920190293
chr1,10900000,10950000,.,-0.310014,.,CPD,early,12,+,_,1.43148207712156,2.10172109784234,0.681099922625863,0.253893920190293
chr1,10900000,10950000,.,-0.310014,.,CPD,late,12,+,_,1.37532057916372,2.55306715396169,0.538693460150306,0.253893920190293
chr1,10950000,11000000,.,0.199996819232026,.,CPD,early,12,-,_,2.63567092447024,2.19632637232598,1.20003609558218,0.259215065887022
chr1,10950000,11000000,.,0.199996819232026,.,CPD,early,12,+,_,2.72575799782493,2.32240921875743,1.17367687649953,0.259215065887022
chr1,10950000,11000000,.,0.199996819232026,.,CPD,late,12,-,_,2.6196594937201,2.36836107607949,1.10610646331707,0.259215065887022
chr1,10950000,11000000,.,0.199996819232026,.,CPD,late,12,+,_,1.81486204772773,2.38293290788585,0.761608537832434,0.259215065887022
chr1,1100000,1150000,.,0.384738,.,CPD,early,12,-,_,2.84041289773344,3.16354442447208,0.897857755927494,0.369034501796991
chr1,1100000,1150000,.,0.384738,.,CPD,early,12,+,_,3.64983125845118,5.27490785340823,0.691923225937103,0.369034501796991
chr1,1100000,1150000,.,0.384738,.,CPD,late,12,-,_,2.86722997123652,3.14834257726452,0.910710921975889,0.369034501796991
chr1,1100000,1150000,.,0.384738,.,CPD,late,12,+,_,2.2878260965295,4.3223836042377,0.529297328975266,0.369034501796991
chr1,11000000,11050000,.,0.491016371647371,.,CPD,early,12,-,_,2.38726445602841,2.48858936904548,0.959284197595068,0.270214239618807
chr1,11000000,11050000,.,0.491016371647371,.,CPD,early,12,+,_,2.2879539232082,2.10172109784234,1.08860967592563,0.270214239618807
chr1,11000000,11050000,.,0.491016371647371,.,CPD,late,12,-,_,2.06116475420507,2.31846098305711,0.88902283422826,0.270214239618807
chr1,11000000,11050000,.,0.491016371647371,.,CPD,late,12,+,_,1.66595028996546,1.97474258962855,0.843629088021454,0.270214239618807
chr1,11050000,11100000,.,0.705634865459297,.,CPD,early,12,-,_,1.42746979465468,1.62405721196908,0.878952899032387,0.289887453626175
chr1,11050000,11100000,.,0.705634865459297,.,CPD,early,12,+,_,1.47335641740572,1.85031905264589,0.796271548573679,0.289887453626175
chr1,11050000,11100000,.,0.705634865459297,.,CPD,late,12,-,_,1.20380542551765,1.56211129408217,0.770627182632946,0.289887453626175
chr1,11050000,11100000,.,0.705634865459297,.,CPD,late,12,+,_,1.23018582006125,1.69495737358393,0.725791597614084,0.289887453626175
chr1,11100000,11150000,.,0.946963582622582,.,CPD,early,12,-,_,2.50274143436652,2.29955003464649,1.08836137359858,0.337185232927884
chr1,11100000,11150000,.,0.946963582622582,.,CPD,late,12,-,_,1.86107903155185,2.01363109004045,0.924240314304278,0.337185232927884
chr1,11100000,11150000,.,0.946963582622582,.,CPD,early,12,+,_,2.38356327082526,2.1677255620721,1.09956874270876,0.337185232927884
chr1,11100000,11150000,.,0.946963582622582,.,CPD,late,12,+,_,2.47083084259051,2.82269924616182,0.875343289211644,0.337185232927884
chr1,11150000,11200000,.,0.364338,.,CPD,early,12,+,_,2.13766856592838,1.30087185939951,1.64325836590479,0.33453303706718
chr1,11150000,11200000,.,0.364338,.,CPD,early,12,-,_,2.25332366096729,1.44034033278706,1.56443835507065,0.33453303706718
chr1,11150000,11200000,.,0.364338,.,CPD,late,12,+,_,1.77885288011409,1.52666515625412,1.16518862884036,0.33453303706718
chr1,11150000,11200000,.,0.364338,.,CPD,late,12,-,_,1.82566479801182,1.3282849382098,1.37445268367822,0.33453303706718
chr1,11200000,11250000,.,0.00718245696729931,.,CPD,early,12,-,_,2.17606557537395,1.13909145777674,1.91035193927375,0.314657047143977
chr1,11200000,11250000,.,0.00718245696729931,.,CPD,early,12,+,_,2.44977336168152,1.5211044132663,1.6105228150782,0.314657047143977
chr1,11200000,11250000,.,0.00718245696729931,.,CPD,late,12,-,_,1.42023803566204,1.46073533989395,0.97227608374639,0.314657047143977
chr1,11200000,11250000,.,0.00718245696729931,.,CPD,late,12,+,_,1.74112387165919,1.34553539195278,1.29400079854628,0.314657047143977
chr1,11250000,11300000,.,0.362913426414546,.,CPD,late,12,+,_,1.6901947284271,1.51915286188218,1.11259029346988,0.261894109483105
chr1,11250000,11300000,.,0.362913426414546,.,CPD,early,12,-,_,1.62437545018981,1.35369320859245,1.19995833611281,0.261894109483105
chr1,11250000,11300000,.,0.362913426414546,.,CPD,early,12,+,_,1.5156353406878,1.28754085273224,1.17715514616218,0.261894109483105
chr1,11250000,11300000,.,0.362913426414546,.,CPD,late,12,-,_,1.38098902751762,1.41192694089782,0.97808816272,0.261894109483105
chr1,11300000,11350000,.,0.424460013918629,.,CPD,late,12,-,_,1.77583275637875,1.35501099330456,1.31056704717051,0.149434745071789
chr1,11300000,11350000,.,0.424460013918629,.,CPD,early,12,-,_,1.76613423079221,1.84524571407616,0.957126857046485,0.149434745071789
chr1,11300000,11350000,.,0.424460013918629,.,CPD,early,12,+,_,2.47890580165827,1.4538221127932,1.7050956783809,0.149434745071789
chr1,11300000,11350000,.,0.424460013918629,.,CPD,late,12,+,_,1.63722555032893,1.58876678972886,1.03050086451538,0.149434745071789
chr1,11350000,11400000,.,0.179360793017094,.,CPD,early,12,-,_,2.4638789897335,1.92756399963014,1.27823459568983,0.0244848892964194
chr1,11350000,11400000,.,0.179360793017094,.,CPD,early,12,+,_,2.41406161976299,2.16196699335789,1.1166042900653,0.0244848892964194
chr1,11350000,11400000,.,0.179360793017094,.,CPD,late,12,-,_,2.47583032436931,2.45214393860554,1.00965945978573,0.0244848892964194
chr1,11350000,11400000,.,0.179360793017094,.,CPD,late,12,+,_,2.56796806753312,1.92146531350833,1.33646340086377,0.0244848892964194
chr1,11400000,11450000,.,-0.336535958607048,.,CPD,early,12,-,_,1.78767245311895,1.36907404411443,1.30575293630322,-0.00138670298844977
chr1,11400000,11450000,.,-0.336535958607048,.,CPD,early,12,+,_,1.7510398208829,1.90316277665581,0.920068342214945,-0.00138670298844977
chr1,11400000,11450000,.,-0.336535958607048,.,CPD,late,12,-,_,1.83321927303808,2.59213435802669,0.707223862590847,-0.00138670298844977
chr1,11400000,11450000,.,-0.336535958607048,.,CPD,late,12,+,_,2.02567935630216,2.04935390466655,0.988447798932886,-0.00138670298844977
chr1,11450000,11500000,.,0.00123691999999999,.,CPD,early,12,-,_,0.845520754853555,1.30729063502155,0.646773358733359,0.0436018513148203
chr1,11450000,11500000,.,0.00123691999999999,.,CPD,late,12,-,_,1.2920089339776,1.54013761806166,0.838891874872622,0.0436018513148203
chr1,11450000,11500000,.,0.00123691999999999,.,CPD,early,12,+,_,0.970607436202617,1.92885226295487,0.50320465431381,0.0436018513148203
chr1,11450000,11500000,.,0.00123691999999999,.,CPD,late,12,+,_,0.935592676328606,1.52375200015845,0.614005872498488,0.0436018513148203
chr1,1150000,1200000,.,0.197304300121584,.,CPD,late,12,-,_,3.53169913917387,3.48674796280072,1.01289200620542,0.410956901796991
chr1,1150000,1200000,.,0.197304300121584,.,CPD,late,12,+,_,2.91274155808154,5.08992933622543,0.57225579485973,0.410956901796991
chr1,1150000,1200000,.,0.197304300121584,.,CPD,early,12,-,_,3.53434324446911,3.62289685746949,0.975557235967729,0.410956901796991
chr1,1150000,1200000,.,0.197304300121584,.,CPD,early,12,+,_,3.33157138990349,4.4188251842239,0.753949579584609,0.410956901796991
chr1,11500000,11550000,.,-0.0366130049613472,.,CPD,late,12,-,_,1.44566217037135,2.93893256663371,0.491900422209153,0.0611093086733657
chr1,11500000,11550000,.,-0.0366130049613472,.,CPD,late,12,+,_,1.6995106463891,2.16455693488057,0.785154051160534,0.0611093086733657
chr1,11500000,11550000,.,-0.0366130049613472,.,CPD,early,12,-,_,1.26242848493451,1.46536226806739,0.861512891688882,0.0611093086733657
chr1,11500000,11550000,.,-0.0366130049613472,.,CPD,early,12,+,_,1.14680874351027,2.20335171185793,0.520483741809539,0.0611093086733657
chr1,11550000,11600000,.,-0.418958778653867,.,CPD,late,12,-,_,1.58016229525924,2.19809445495735,0.718878250065872,0.0933716972798696
chr1,11550000,11600000,.,-0.418958778653867,.,CPD,early,12,-,_,0.996576022715734,1.87179475277792,0.532417361057733,0.0933716972798696
chr1,11550000,11600000,.,-0.418958778653867,.,CPD,early,12,+,_,0.709482504831581,1.59015848458453,0.446170939380897,0.0933716972798696
chr1,11550000,11600000,.,-0.418958778653867,.,CPD,late,12,+,_,1.1204659058104,2.37749262052674,0.471280497839004,0.0933716972798696
chr1,11600000,11650000,.,-0.302534975131111,.,CPD,early,12,+,_,1.38008313380783,1.69692119455992,0.813286520453732,0.13261543820554
chr1,11600000,11650000,.,-0.302534975131111,.,CPD,early,12,-,_,1.3904119079814,1.71361919057032,0.811389085528771,0.13261543820554
chr1,11600000,11650000,.,-0.302534975131111,.,CPD,late,12,-,_,1.63446913334515,1.75638589331241,0.930586575289937,0.13261543820554
chr1,11600000,11650000,.,-0.302534975131111,.,CPD,late,12,+,_,1.62728825537348,1.96947317451153,0.826255608064872,0.13261543820554
chr1,11650000,11700000,.,0.105622077151308,.,CPD,early,12,-,_,2.47899890959854,1.90744435770565,1.29964415453794,0.21501581017048
chr1,11650000,11700000,.,0.105622077151308,.,CPD,early,12,+,_,1.86159875757123,2.2437055923588,0.829698318670296,0.21501581017048
chr1,11650000,11700000,.,0.105622077151308,.,CPD,late,12,-,_,1.92633672032224,2.14346917090153,0.898700455538644,0.21501581017048
chr1,11650000,11700000,.,0.105622077151308,.,CPD,late,12,+,_,1.82623031111394,1.76346683945327,1.03559095655019,0.21501581017048
chr1,11700000,11750000,.,0.457068,.,CPD,early,12,-,_,2.9641186630759,2.92527952176175,1.01327707011423,0.30631819048384
chr1,11700000,11750000,.,0.457068,.,CPD,early,12,+,_,2.92070428960278,2.84276974321581,1.02741500488141,0.30631819048384
chr1,11700000,11750000,.,0.457068,.,CPD,late,12,-,_,2.50279286446777,2.73999934361294,0.913428271543892,0.30631819048384
chr1,11700000,11750000,.,0.457068,.,CPD,late,12,+,_,2.4467029087885,2.44553512843973,1.00047751526248,0.30631819048384
chr1,11750000,11800000,.,0.537988,.,CPD,early,12,-,_,2.78899531451785,2.66809399109206,1.0453137422555,0.386016690979975
chr1,11750000,11800000,.,0.537988,.,CPD,early,12,+,_,3.09671002362862,2.73798794387934,1.13101667615126,0.386016690979975
chr1,11750000,11800000,.,0.537988,.,CPD,late,12,-,_,2.56196170050399,2.48808053080924,1.02969404276907,0.386016690979975
chr1,11750000,11800000,.,0.537988,.,CPD,late,12,+,_,2.6769215203984,2.5880342899272,1.03434546088402,0.386016690979975
chr1,11800000,11850000,.,0.747083899983668,.,CPD,early,12,-,_,2.56542605285251,3.49796937962571,0.733404376777882,0.486532687176941
chr1,11800000,11850000,.,0.747083899983668,.,CPD,early,12,+,_,2.88334266632088,2.62934249104546,1.09660216428268,0.486532687176941
chr1,11800000,11850000,.,0.747083899983668,.,CPD,late,12,-,_,2.19115105510776,2.69620641517256,0.812679267721243,0.486532687176941
chr1,11800000,11850000,.,0.747083899983668,.,CPD,late,12,+,_,2.07283172451189,2.4357137022211,0.851016161144758,0.486532687176941
chr1,11850000,11900000,.,0.5717982022738,.,CPD,late,12,-,_,2.35932066204605,2.16329612585512,1.09061382482412,0.578139184690052
chr1,11850000,11900000,.,0.5717982022738,.,CPD,early,12,-,_,2.52496109197591,2.27889097551169,1.1079780117208,0.578139184690052
chr1,11850000,11900000,.,0.5717982022738,.,CPD,early,12,+,_,2.91081744984289,2.50122180239088,1.16375822690354,0.578139184690052
chr1,11850000,11900000,.,0.5717982022738,.,CPD,late,12,+,_,2.38428701825818,1.98179631372891,1.20309388091047,0.578139184690052
chr1,11900000,11950000,.,0.487467761042354,.,CPD,early,12,+,_,2.395280225106,2.33930696107669,1.02392728485857,0.629302573232134
chr1,11900000,11950000,.,0.487467761042354,.,CPD,early,12,-,_,2.07015843038067,2.80705655548697,0.737483691354247,0.629302573232134
chr1,11900000,11950000,.,0.487467761042354,.,CPD,late,12,+,_,2.12630133739953,2.21744232593819,0.958898146990091,0.629302573232134
chr1,11900000,11950000,.,0.487467761042354,.,CPD,late,12,-,_,1.91321129709777,2.33522671330649,0.81928289283263,0.629302573232134
chr1,11950000,12000000,.,0.914260723133597,.,CPD,early,12,-,_,1.92827590448785,1.84868833667705,1.04305083027346,0.621712829496425
chr1,11950000,12000000,.,0.914260723133597,.,CPD,early,12,+,_,1.76044901474658,2.50004420267225,0.704167155470639,0.621712829496425
chr1,11950000,12000000,.,0.914260723133597,.,CPD,late,12,-,_,1.68775373202545,1.64407605704231,1.0265666997558,0.621712829496425
chr1,11950000,12000000,.,0.914260723133597,.,CPD,late,12,+,_,1.52869840649426,1.94406665251109,0.786340532367902,0.621712829496425
chr1,1200000,1250000,.,0.164209079306246,.,CPD,early,12,+,_,3.75637502807272,4.76754049900167,0.78790626505623,0.396740701796991
chr1,1200000,1250000,.,0.164209079306246,.,CPD,early,12,-,_,4.56452366363037,5.69722743877924,0.801183332187354,0.396740701796991
chr1,1200000,1250000,.,0.164209079306246,.,CPD,late,12,+,_,3.91391179595236,5.18794058340558,0.754424946282462,0.396740701796991
chr1,1200000,1250000,.,0.164209079306246,.,CPD,late,12,-,_,4.00535833324097,3.89720386047586,1.02775181300162,0.396740701796991
chr1,12000000,12050000,.,0.760372,.,CPD,early,12,-,_,2.15869881131344,2.87768120632217,0.750152173413391,0.614362729496425
chr1,12000000,12050000,.,0.760372,.,CPD,late,12,-,_,1.90992625022775,2.10494741241098,0.907351052556769,0.614362729496425
chr1,12000000,12050000,.,0.760372,.,CPD,early,12,+,_,2.23700633998398,2.56819646026271,0.871041750347691,0.614362729496425
chr1,12000000,12050000,.,0.760372,.,CPD,late,12,+,_,1.75180599421761,1.97311719790091,0.887836767162772,0.614362729496425
chr1,12050000,12100000,.,0.586201183315791,.,CPD,early,12,-,_,2.46516615350479,2.78514788839947,0.885111402440263,0.580476139498058
chr1,12050000,12100000,.,0.586201183315791,.,CPD,early,12,+,_,2.86222966537623,2.56131121506094,1.11748609405442,0.580476139498058
chr1,12050000,12100000,.,0.586201183315791,.,CPD,late,12,-,_,2.09013642543677,2.57160736125556,0.812774320422028,0.580476139498058
chr1,12050000,12100000,.,0.586201183315791,.,CPD,late,12,+,_,2.13636080566713,2.29352623628315,0.93147432624502,0.580476139498058
chr1,12100000,12150000,.,0.61353,.,CPD,early,12,-,_,2.4628724803761,2.45706731574432,1.00236263963734,0.546060802620948
chr1,12100000,12150000,.,0.61353,.,CPD,early,12,+,_,2.07903343304717,1.97339348671221,1.05353212476188,0.546060802620948
chr1,12100000,12150000,.,0.61353,.,CPD,late,12,-,_,1.82397280097938,2.06927033762436,0.881456988879183,0.546060802620948
chr1,12100000,12150000,.,0.61353,.,CPD,late,12,+,_,1.70914483603666,2.39933965910165,0.712339676274343,0.546060802620948
chr1,12150000,12200000,.,0.617255962572134,.,CPD,early,12,-,_,2.29417964816931,2.04713093945682,1.12068046256877,0.488632971085136
chr1,12150000,12200000,.,0.617255962572134,.,CPD,early,12,+,_,2.52508734003051,1.82132619340765,1.3864003873497,0.488632971085136
chr1,12150000,12200000,.,0.617255962572134,.,CPD,late,12,-,_,2.36510331072754,1.78735298334027,1.32324355220956,0.488632971085136
chr1,12150000,12200000,.,0.617255962572134,.,CPD,late,12,+,_,1.84161378310462,2.06217924201459,0.893042537517498,0.488632971085136
chr1,12200000,12250000,.,0.381170562642906,.,CPD,early,12,-,_,3.51440152715429,3.01072994732236,1.16729218118014,0.397351258923348
chr1,12200000,12250000,.,0.381170562642906,.,CPD,late,12,-,_,2.63611247155983,3.05684739531021,0.862363124702965,0.397351258923348
chr1,12200000,12250000,.,0.381170562642906,.,CPD,early,12,+,_,3.67043386651017,2.70127163045567,1.35878000017755,0.397351258923348
chr1,12200000,12250000,.,0.381170562642906,.,CPD,late,12,+,_,2.81198102162465,2.89123307361755,0.972588840133273,0.397351258923348
chr1,12250000,12300000,.,0.464487,.,CPD,early,12,+,_,2.82054987047656,1.93432738208499,1.45815537566155,0.354056307629478
chr1,12250000,12300000,.,0.464487,.,CPD,early,12,-,_,2.58145238566057,2.75269665912094,0.93779035808651,0.354056307629478
chr1,12250000,12300000,.,0.464487,.,CPD,late,12,+,_,1.99202715238687,1.76311534117951,1.12983371300837,0.354056307629478
chr1,12250000,12300000,.,0.464487,.,CPD,late,12,-,_,1.91605435584346,2.52593689489318,0.75855194946368,0.354056307629478
chr1,12300000,12350000,.,0.408218,.,CPD,early,12,-,_,1.89940198143888,1.13303209851895,1.67638850119224,0.378495920340798
