chromosomes,start_position,end_position,dataset,score,dataset_strand,product,phase,time_after_exposure,sample_strand,replicate,real_sim
chr1,78000000,78650000,ERD,1.0149,.,64_PP,early,12,+,_,0.815750227081057
chr1,82400000,84250000,LRD,-1.3727,.,64_PP,early,12,+,_,1.03174471749327
chr1,91950000,95450000,ERD,0.6412,.,64_PP,early,12,+,_,0.91239387567113
chr1,95900000,96700000,LRD,-1.3483,.,64_PP,early,12,+,_,0.90598945579383
chr1,96750000,97100000,LRD,-0.6646,.,64_PP,early,12,+,_,1.025332472714
chr1,98350000,98550000,ERD,1.1178,.,64_PP,early,12,+,_,1.26984089725094
chr1,100100000,100850000,ERD,0.7537,.,64_PP,early,12,+,_,0.986549651316066
chr1,106900000,107900000,LRD,-0.7767,.,64_PP,early,12,+,_,0.978584002119439
chr1,108750000,110300000,ERD,0.6469,.,64_PP,early,12,+,_,0.745382244880538
chr1,118850000,119450000,LRD,-1.1412,.,64_PP,early,12,+,_,0.56253070275979
chr1,142600000,143550000,LRD,-1.6288,.,64_PP,early,12,+,_,1.02916840595504
chr1,144500000,152100000,ERD,0.5816,.,64_PP,early,12,+,_,1.78500890446754
chr1,152550000,153000000,LRD,-0.7853,.,64_PP,early,12,+,_,0.753944765676522
chr1,157250000,159600000,LRD,-0.6363,.,64_PP,early,12,+,_,0.653229229868899
chr1,163400000,164250000,LRD,-1.0397,.,64_PP,early,12,+,_,0.643044289010431
chr1,166200000,166900000,LRD,-1.1267,.,64_PP,early,12,+,_,0.655270329470591
chr1,170250000,171200000,LRD,-1.1565,.,64_PP,early,12,+,_,0.667548609621197
chr1,173900000,174250000,ERD,0.7576,.,64_PP,early,12,+,_,0.679751174278145
chr1,175950000,177750000,LRD,-0.8898,.,64_PP,early,12,+,_,0.652522636146147
chr1,181550000,181950000,LRD,-1.0367,.,64_PP,early,12,+,_,0.602927654814307
chr1,208550000,209250000,LRD,-0.7646,.,64_PP,early,12,+,_,0.670879519325829
chr1,210300000,211250000,LRD,-0.7683,.,64_PP,early,12,+,_,0.637728542514071
chr1,213600000,214200000,LRD,-1.0205,.,64_PP,early,12,+,_,0.700308326457448
chr1,215150000,216200000,LRD,-0.8729,.,64_PP,early,12,+,_,0.922347058112713
chr1,216900000,218350000,LRD,-1.0377,.,64_PP,early,12,+,_,0.967146238012261
chr1,222700000,223250000,ERD,0.7522,.,64_PP,early,12,+,_,1.05709049824293
chr1,224000000,224650000,ERD,1.0392,.,64_PP,early,12,+,_,0.954883555625734
chr1,225750000,226550000,ERD,1.0645,.,64_PP,early,12,+,_,0.753179863638331
chr1,232150000,232900000,LRD,-0.7377,.,64_PP,early,12,+,_,1.00697058187039
chr1,234500000,236100000,ERD,0.6342,.,64_PP,early,12,+,_,0.882575635077476
chr1,237100000,237500000,LRD,-0.7005,.,64_PP,early,12,+,_,0.825213055606147
chr1,238300000,239950000,LRD,-0.8117,.,64_PP,early,12,+,_,0.676194175990272
chr1,241150000,241450000,LRD,-0.8154,.,64_PP,early,12,+,_,0.668692993187871
chr1,242450000,243100000,LRD,-1.1293,.,64_PP,early,12,+,_,0.713893603809252
chr1,247650000,248700000,LRD,-1.0416,.,64_PP,early,12,+,_,0.610936905262609
chr10,5050000,6250000,ERD,1.0906,.,64_PP,early,12,+,_,1.81476503433121
chr10,8250000,11400000,LRD,-1.3587,.,64_PP,early,12,+,_,1.29163064317181
chr10,11850000,12450000,ERD,1.2816,.,64_PP,early,12,+,_,1.04742083626041
chr10,13850000,14300000,LRD,-0.9381,.,64_PP,early,12,+,_,1.47712375968959
chr10,15400000,16350000,LRD,-1.1905,.,64_PP,early,12,+,_,1.30973443874371
chr10,19250000,21050000,LRD,-1.3452,.,64_PP,early,12,+,_,1.27678121683848
chr10,21650000,21900000,ERD,1.1882,.,64_PP,early,12,+,_,1.20159099917275
chr10,24100000,24500000,LRD,-1.4039,.,64_PP,early,12,+,_,1.30428417814792
chr10,24550000,25550000,ERD,0.5309,.,64_PP,early,12,+,_,1.47440590948055
chr10,25600000,26500000,LRD,-1.4671,.,64_PP,early,12,+,_,1.31733788161918
chr10,37200000,43350000,LRD,-1.4039,.,64_PP,early,12,+,_,0.945108973997842
chr10,44550000,45250000,LRD,-1.338,.,64_PP,early,12,+,_,0.75729458255187
chr10,45300000,45700000,LRD,-0.7942,.,64_PP,early,12,+,_,1.0046980857467
chr10,54700000,55300000,LRD,-0.942,.,64_PP,early,12,+,_,0.884510821429733
chr10,55350000,56600000,LRD,-0.5042,.,64_PP,early,12,+,_,0.91833256844694
chr10,60750000,61500000,LRD,-0.9047,.,64_PP,early,12,+,_,0.908359178308281
chr10,63350000,64050000,ERD,0.9704,.,64_PP,early,12,+,_,1.03055985972407
chr10,65850000,66600000,LRD,-1.4014,.,64_PP,early,12,+,_,0.905338586943766
chr10,66650000,68750000,LRD,-0.5693,.,64_PP,early,12,+,_,0.907654252990381
chr10,68800000,69450000,LRD,-0.9574,.,64_PP,early,12,+,_,0.827986966984457
chr10,69500000,71100000,ERD,0.9378,.,64_PP,early,12,+,_,0.797259899816509
chr10,71800000,72250000,ERD,0.5113,.,64_PP,early,12,+,_,0.743499956723476
chr10,73650000,76000000,ERD,0.7715,.,64_PP,early,12,+,_,0.765840227527681
chr10,76050000,77100000,ERD,0.5054,.,64_PP,early,12,+,_,0.98425207505554
chr10,77600000,79250000,LRD,-0.862,.,64_PP,early,12,+,_,1.06742080650124
chr10,82500000,85050000,LRD,-1.0765,.,64_PP,early,12,+,_,0.80575036319706
chr10,86500000,87900000,LRD,-1.0547,.,64_PP,early,12,+,_,0.830149985061153
chr10,87950000,88750000,ERD,0.5575,.,64_PP,early,12,+,_,0.783363334112842
chr10,88800000,89300000,ERD,1.5526,.,64_PP,early,12,+,_,1.63533658971132
chr10,89350000,91350000,ERD,0.7552,.,64_PP,early,12,+,_,1.00175455787977
chr10,91800000,92450000,LRD,-1.0595,.,64_PP,early,12,+,_,0.914460670266498
chr10,92500000,94700000,ERD,0.6182,.,64_PP,early,12,+,_,0.90315097661435
chr10,99000000,99600000,ERD,0.6561,.,64_PP,early,12,+,_,0.76003848101747
chr10,100350000,101300000,LRD,-0.8357,.,64_PP,early,12,+,_,0.789157192760252
chr10,101350000,102300000,ERD,0.9114,.,64_PP,early,12,+,_,0.759296729863434
chr10,103450000,106000000,ERD,0.7346,.,64_PP,early,12,+,_,0.769944984284887
chr10,106450000,107850000,LRD,-0.9836,.,64_PP,early,12,+,_,0.916678801924194
chr10,108550000,109200000,LRD,-1.0147,.,64_PP,early,12,+,_,0.838176530284632
chr10,109650000,111450000,LRD,-0.9919,.,64_PP,early,12,+,_,0.832480795657385
chr10,111750000,112450000,ERD,0.7422,.,64_PP,early,12,+,_,0.925762851206412
chr10,117050000,118350000,LRD,-1.1393,.,64_PP,early,12,+,_,1.78844212095641
chr10,119450000,120250000,LRD,-1.0712,.,64_PP,early,12,+,_,1.08743646226796
chr10,122050000,123300000,LRD,-1.2665,.,64_PP,early,12,+,_,0.898523009111838
chr10,125000000,125650000,LRD,-0.6235,.,64_PP,early,12,+,_,1.02973524392011
chr10,130200000,131550000,LRD,-1.1172,.,64_PP,early,12,+,_,0.948955055949142
chr10,132650000,133450000,LRD,-1.0952,.,64_PP,early,12,+,_,0.907720026841795
chr11,200000,1150000,ERD,0.9698,.,64_PP,early,12,+,_,0.968611140787061
chr11,4350000,5100000,LRD,-0.9295,.,64_PP,early,12,+,_,0.766668504447161
chr11,5700000,6200000,LRD,-0.7911,.,64_PP,early,12,+,_,0.678277557981614
chr11,6950000,7400000,LRD,-1.0392,.,64_PP,early,12,+,_,0.688230256008634
chr11,8950000,9750000,ERD,0.6606,.,64_PP,early,12,+,_,0.558143874788931
chr11,14900000,15800000,LRD,-0.9839,.,64_PP,early,12,+,_,1.17784562193546
chr11,20800000,23100000,LRD,-0.9919,.,64_PP,early,12,+,_,0.814641089958804
chr11,26500000,26950000,LRD,-0.5927,.,64_PP,early,12,+,_,0.522444167786503
chr11,29800000,31150000,LRD,-1.2216,.,64_PP,early,12,+,_,0.771287601210532
chr11,31200000,31650000,LRD,-0.6402,.,64_PP,early,12,+,_,0.813458022880066
chr11,36800000,37350000,LRD,-1.1229,.,64_PP,early,12,+,_,0.904386511743377
chr11,37900000,38800000,LRD,-0.5026,.,64_PP,early,12,+,_,0.922795717665296
chr11,38850000,41750000,LRD,-1.0711,.,64_PP,early,12,+,_,0.811336759613787
chr11,42550000,43100000,LRD,-1.1465,.,64_PP,early,12,+,_,0.886219170139592
chr11,48500000,49900000,LRD,-0.903,.,64_PP,early,12,+,_,0.58235754546164
chr11,50150000,55800000,LRD,-1.5371,.,64_PP,early,12,+,_,0.815287080001728
chr11,55850000,56750000,LRD,-1.1832,.,64_PP,early,12,+,_,1.18364721732582
chr11,57900000,58250000,LRD,-0.8199,.,64_PP,early,12,+,_,0.866673688853244
chr11,60050000,60400000,LRD,-0.9505,.,64_PP,early,12,+,_,0.648794669731636
chr11,78550000,80200000,LRD,-0.8818,.,64_PP,early,12,+,_,0.750884651182082
chr11,80900000,82250000,LRD,-1.0358,.,64_PP,early,12,+,_,0.655668880601152
chr11,83900000,85150000,LRD,-1.0453,.,64_PP,early,12,+,_,0.66392586296191
chr11,85550000,86850000,ERD,0.7881,.,64_PP,early,12,+,_,0.928443521454737
chr11,88550000,90400000,LRD,-1.2736,.,64_PP,early,12,+,_,0.847987285556083
chr11,90450000,91750000,LRD,-0.7306,.,64_PP,early,12,+,_,0.699758921518443
chr11,91800000,92600000,LRD,-1.334,.,64_PP,early,12,+,_,0.947364561779407
chr11,95000000,95300000,LRD,-0.7418,.,64_PP,early,12,+,_,0.707084712953807
chr11,99700000,100250000,LRD,-0.7496,.,64_PP,early,12,+,_,0.854678436158852
chr11,101000000,101450000,LRD,-0.6785,.,64_PP,early,12,+,_,0.646028953746196
chr11,101900000,103100000,ERD,0.9891,.,64_PP,early,12,+,_,1.35451105258072
chr11,104850000,105200000,ERD,0.7406,.,64_PP,early,12,+,_,2.0868771158298
chr11,106100000,107200000,LRD,-1.4087,.,64_PP,early,12,+,_,1.22474298281411
chr11,109100000,109550000,LRD,-1.6606,.,64_PP,early,12,+,_,1.05347972325103
chr11,109600000,110600000,ERD,0.6069,.,64_PP,early,12,+,_,1.32678701713865
chr11,110650000,111150000,LRD,-1.292,.,64_PP,early,12,+,_,1.38973270641194
chr11,112500000,112700000,LRD,-1.1238,.,64_PP,early,12,+,_,1.88958606312328
chr11,114550000,116350000,LRD,-1.2986,.,64_PP,early,12,+,_,1.23858459238562
chr11,118100000,119350000,ERD,1.1129,.,64_PP,early,12,+,_,1.77402073111682
chr11,121900000,124250000,ERD,0.6875,.,64_PP,early,12,+,_,1.48347933965364
chr11,126650000,128000000,LRD,-1.2559,.,64_PP,early,12,+,_,1.19932870421089
chr11,128050000,128600000,LRD,-0.6477,.,64_PP,early,12,+,_,1.47872833755824
chr11,129650000,130200000,ERD,1.1189,.,64_PP,early,12,+,_,1.23503284882703
chr11,130900000,131150000,LRD,-1.5068,.,64_PP,early,12,+,_,1.43938654012979
chr11,131200000,134400000,LRD,-0.8516,.,64_PP,early,12,+,_,1.26888533427405
chr11,134450000,134950000,LRD,-1.6142,.,64_PP,early,12,+,_,1.35310175447413
chr12,3600000,4350000,LRD,-0.7066,.,64_PP,early,12,+,_,0.9463629740911
chr12,5050000,5800000,LRD,-1.0976,.,64_PP,early,12,+,_,1.02153835023214
chr12,8750000,10900000,ERD,0.9594,.,64_PP,early,12,+,_,0.936999177415989
chr12,12400000,13450000,ERD,0.6999,.,64_PP,early,12,+,_,0.903420710980875
chr12,13800000,14250000,LRD,-1.2101,.,64_PP,early,12,+,_,0.904339481891309
chr12,14300000,14650000,LRD,-0.6091,.,64_PP,early,12,+,_,0.894993791892944
chr12,16550000,19000000,LRD,-1.2518,.,64_PP,early,12,+,_,0.853964433864239
chr12,19500000,20700000,ERD,0.8376,.,64_PP,early,12,+,_,0.909187657442614
chr12,21950000,22450000,LRD,-0.7443,.,64_PP,early,12,+,_,0.906417664866222
chr12,23050000,25050000,LRD,-1.1726,.,64_PP,early,12,+,_,0.978016097942572
chr12,33400000,38450000,LRD,-1.3069,.,64_PP,early,12,+,_,0.652483688310729
chr12,41400000,42250000,LRD,-1.119,.,64_PP,early,12,+,_,0.762028079755799
chr12,43250000,43900000,LRD,-0.702,.,64_PP,early,12,+,_,0.782112663321462
chr12,45000000,45400000,LRD,-0.6485,.,64_PP,early,12,+,_,0.674799279967694
chr12,49050000,51750000,ERD,0.537,.,64_PP,early,12,+,_,0.598257732426163
chr12,56100000,58500000,ERD,0.6702,.,64_PP,early,12,+,_,0.761172437883948
chr12,61250000,62350000,LRD,-0.5277,.,64_PP,early,12,+,_,1.01853236175224
chr12,63650000,64000000,LRD,-0.51,.,64_PP,early,12,+,_,0.841445924405712
chr12,66650000,68500000,LRD,-1.0351,.,64_PP,early,12,+,_,0.991054387195071
chr12,68950000,70150000,ERD,0.7275,.,64_PP,early,12,+,_,0.972418120025785
chr12,72600000,73800000,LRD,-1.2341,.,64_PP,early,12,+,_,0.890024472131748
chr12,73850000,74450000,LRD,-0.7443,.,64_PP,early,12,+,_,0.851850467018649
chr12,77700000,78250000,LRD,-1.0968,.,64_PP,early,12,+,_,0.963357382071382
chr12,95650000,97200000,ERD,0.6046,.,64_PP,early,12,+,_,0.928404090413568
chr12,97250000,98550000,LRD,-1.1299,.,64_PP,early,12,+,_,0.881796997745227
chr12,99400000,100200000,LRD,-1.2364,.,64_PP,early,12,+,_,0.75704084945331
chr12,101000000,101850000,LRD,-1.0264,.,64_PP,early,12,+,_,1.05035275576853
chr12,103200000,103950000,LRD,-1.139,.,64_PP,early,12,+,_,0.865930629753487
chr12,104000000,105850000,ERD,0.5775,.,64_PP,early,12,+,_,0.961948401016946
chr12,110500000,111050000,ERD,1.0346,.,64_PP,early,12,+,_,0.703187007641914
chr12,111950000,112950000,ERD,0.7637,.,64_PP,early,12,+,_,0.731265381401545
chr12,114600000,114900000,LRD,-0.9832,.,64_PP,early,12,+,_,0.964898294791676
chr12,115600000,116200000,LRD,-1.1001,.,64_PP,early,12,+,_,1.02733647279873
chr12,119150000,119500000,LRD,-0.9785,.,64_PP,early,12,+,_,0.86485081376294
chr12,120250000,124250000,ERD,0.6842,.,64_PP,early,12,+,_,0.815317161237678
chr12,125100000,125600000,ERD,0.6231,.,64_PP,early,12,+,_,0.682509225012048
chr12,125950000,127400000,LRD,-1.1919,.,64_PP,early,12,+,_,0.995716829450981
chr12,127850000,130350000,LRD,-0.9676,.,64_PP,early,12,+,_,0.844146754812735
chr13,19050000,19950000,LRD,-1.6533,.,64_PP,early,12,+,_,1.28401644610865
chr13,20000000,22350000,ERD,0.589,.,64_PP,early,12,+,_,1.24285352462559
chr13,22400000,22650000,LRD,-1.0313,.,64_PP,early,12,+,_,1.397315065792
chr13,22700000,23200000,LRD,-1.6138,.,64_PP,early,12,+,_,1.42618822564665
chr13,23250000,23850000,LRD,-0.9507,.,64_PP,early,12,+,_,1.11456419186533
chr13,26100000,26650000,LRD,-0.9873,.,64_PP,early,12,+,_,1.60707875165909
chr13,27450000,28350000,ERD,0.6229,.,64_PP,early,12,+,_,1.44273364760586
chr13,29850000,31250000,ERD,0.5622,.,64_PP,early,12,+,_,1.62280389709089
chr13,35600000,36050000,LRD,-0.9751,.,64_PP,early,12,+,_,1.52910153824214
chr13,38200000,38350000,ERD,1.4035,.,64_PP,early,12,+,_,2.10426049146229
chr13,39250000,40150000,LRD,-0.7052,.,64_PP,early,12,+,_,1.47016473691452
chr13,41250000,44350000,ERD,0.6227,.,64_PP,early,12,+,_,1.56538008380271
chr13,44400000,46150000,ERD,1.0755,.,64_PP,early,12,+,_,1.44489448436998
chr13,48650000,50850000,ERD,1.1312,.,64_PP,early,12,+,_,1.37465464156138
chr13,51950000,53100000,ERD,0.7052,.,64_PP,early,12,+,_,1.57092041439292
chr13,53550000,55750000,LRD,-1.1342,.,64_PP,early,12,+,_,1.21494014006005
chr13,56450000,58950000,LRD,-0.6703,.,64_PP,early,12,+,_,0.873884497013207
chr13,59000000,60100000,LRD,-1.2774,.,64_PP,early,12,+,_,0.856745321383605
chr13,61300000,62550000,LRD,-1.3561,.,64_PP,early,12,+,_,0.892316785331727
chr13,71350000,73050000,LRD,-1.3938,.,64_PP,early,12,+,_,0.98307959100301
chr13,73500000,74250000,ERD,0.84,.,64_PP,early,12,+,_,0.977894380778159
chr13,75000000,75650000,LRD,-1.2265,.,64_PP,early,12,+,_,0.949086112226079
chr13,76750000,77300000,LRD,-1.2499,.,64_PP,early,12,+,_,0.897420021481496
chr13,78150000,79650000,LRD,-1.2001,.,64_PP,early,12,+,_,0.887567156917126
chr13,80750000,81600000,LRD,-1.1769,.,64_PP,early,12,+,_,0.82559793481255
chr13,81650000,82450000,LRD,-0.6194,.,64_PP,early,12,+,_,1.05080948435797
chr13,93750000,95050000,LRD,-1.3116,.,64_PP,early,12,+,_,0.973771451379984
chr13,96950000,97450000,LRD,-1.3339,.,64_PP,early,12,+,_,0.967018703716972
chr13,102550000,103000000,LRD,-0.7377,.,64_PP,early,12,+,_,1.11939177932404
chr13,103800000,105850000,LRD,-1.2561,.,64_PP,early,12,+,_,1.01089503392122
chr13,105900000,106850000,LRD,-0.7221,.,64_PP,early,12,+,_,1.13739475272264
chr13,106900000,108450000,LRD,-1.1968,.,64_PP,early,12,+,_,0.954976976752865
chr13,108500000,109200000,LRD,-0.6562,.,64_PP,early,12,+,_,0.922569519073439
chr13,112250000,112950000,LRD,-0.8552,.,64_PP,early,12,+,_,0.97323678416145
chr13,113800000,114200000,ERD,0.767,.,64_PP,early,12,+,_,0.805765527765079
chr14,19050000,20500000,LRD,-1.6831,.,64_PP,early,12,+,_,1.99976747582809
chr14,21600000,21950000,ERD,0.8641,.,64_PP,early,12,+,_,0.753171655124737
chr14,23100000,23800000,ERD,0.7179,.,64_PP,early,12,+,_,0.750552167814194
chr14,25750000,27100000,LRD,-1.3171,.,64_PP,early,12,+,_,0.874457225660543
chr14,27550000,28700000,LRD,-0.8798,.,64_PP,early,12,+,_,1.13995383789678
chr14,29300000,30850000,LRD,-1.3327,.,64_PP,early,12,+,_,0.869187339776499
chr14,31300000,32050000,ERD,0.775,.,64_PP,early,12,+,_,0.802310541623455
chr14,33350000,34050000,LRD,-1.0475,.,64_PP,early,12,+,_,1.30227029799721
chr14,34850000,36100000,ERD,1.0186,.,64_PP,early,12,+,_,0.699931140865701
chr14,39550000,40150000,ERD,0.6238,.,64_PP,early,12,+,_,0.786994792641973
chr14,40200000,42200000,LRD,-0.5461,.,64_PP,early,12,+,_,0.879866869560162
chr14,46100000,49150000,LRD,-1.0372,.,64_PP,early,12,+,_,0.816397280560907
chr14,49850000,51400000,ERD,0.6708,.,64_PP,early,12,+,_,0.857558933444217
chr14,52450000,53700000,ERD,0.6754,.,64_PP,early,12,+,_,0.87650738840579
chr14,54900000,56600000,ERD,0.6628,.,64_PP,early,12,+,_,0.975933574204891
chr14,56650000,58400000,LRD,-0.7186,.,64_PP,early,12,+,_,0.978453403776334
chr14,63950000,65150000,ERD,0.823,.,64_PP,early,12,+,_,0.851024519778074
chr14,73500000,76100000,ERD,0.7704,.,64_PP,early,12,+,_,0.835011600391343
chr14,78600000,79850000,LRD,-1.1938,.,64_PP,early,12,+,_,1.0622759421903
chr14,82300000,83900000,LRD,-1.1892,.,64_PP,early,12,+,_,0.934090567746956
chr14,88100000,88650000,LRD,-1.0966,.,64_PP,early,12,+,_,0.923684106212566
chr14,94750000,95200000,LRD,-0.7454,.,64_PP,early,12,+,_,0.801835006856515
chr14,97450000,99650000,LRD,-1.0828,.,64_PP,early,12,+,_,0.864335090636017
chr14,102150000,104450000,ERD,0.5957,.,64_PP,early,12,+,_,0.72614034689574
chr14,105850000,107300000,LRD,-1.3419,.,64_PP,early,12,+,_,5.04829405681781
chr15,20050000,22200000,LRD,-1.2227,.,64_PP,early,12,+,_,0.942237574049197
chr15,23500000,28200000,LRD,-1.1454,.,64_PP,early,12,+,_,0.682686644985535
chr15,29200000,29800000,LRD,-1.0778,.,64_PP,early,12,+,_,0.874074417881594
chr15,32050000,32700000,LRD,-0.6413,.,64_PP,early,12,+,_,1.2786853611775
chr15,32750000,32900000,ERD,2.0344,.,64_PP,early,12,+,_,1.73688984907954
chr15,34350000,35400000,ERD,0.8502,.,64_PP,early,12,+,_,1.00164124851512
chr15,37600000,38400000,LRD,-1.4515,.,64_PP,early,12,+,_,0.869810391659691
chr15,40100000,42050000,ERD,0.7104,.,64_PP,early,12,+,_,0.578102680919564
chr15,46200000,47250000,LRD,-0.7182,.,64_PP,early,12,+,_,0.755018679007386
chr15,53350000,55250000,LRD,-1.1342,.,64_PP,early,12,+,_,0.630115337129419
chr15,58950000,60050000,ERD,0.6417,.,64_PP,early,12,+,_,0.619559374508632
chr15,61250000,61950000,LRD,-1.0202,.,64_PP,early,12,+,_,0.755601598866347
chr15,81550000,82250000,LRD,-1.0513,.,64_PP,early,12,+,_,0.629719000783369
chr15,84200000,84800000,LRD,-0.8812,.,64_PP,early,12,+,_,0.642304831346324
chr15,85100000,86200000,ERD,0.5058,.,64_PP,early,12,+,_,0.698894847520023
chr15,86650000,87950000,LRD,-1.0416,.,64_PP,early,12,+,_,0.694199265663891
chr15,88500000,89000000,LRD,-0.7906,.,64_PP,early,12,+,_,0.64046417660335
chr15,90150000,91450000,ERD,0.522,.,64_PP,early,12,+,_,0.584188651949801
chr15,93850000,94400000,LRD,-0.9485,.,64_PP,early,12,+,_,0.63605085563864
chr15,94450000,95000000,LRD,-0.6228,.,64_PP,early,12,+,_,0.625972521267747
chr15,95700000,97300000,LRD,-1.0332,.,64_PP,early,12,+,_,0.730493877950946
chr15,98500000,98800000,LRD,-1.0099,.,64_PP,early,12,+,_,0.65047279660346
chr16,5450000,8000000,LRD,-1.2066,.,64_PP,early,12,+,_,0.963264939049351
chr16,8050000,8500000,LRD,-0.6492,.,64_PP,early,12,+,_,0.886237133338483
chr16,9600000,10250000,LRD,-1.2902,.,64_PP,early,12,+,_,0.978715292234155
chr16,11650000,12150000,ERD,0.9096,.,64_PP,early,12,+,_,0.786647890183816
chr16,12900000,13700000,LRD,-1.1463,.,64_PP,early,12,+,_,0.937833734503488
chr16,14050000,16600000,ERD,0.8112,.,64_PP,early,12,+,_,1.08006737876523
chr16,16650000,18300000,LRD,-1.3552,.,64_PP,early,12,+,_,1.04425964568088
chr16,18350000,19200000,ERD,0.5388,.,64_PP,early,12,+,_,1.34745813057523
chr16,20150000,20600000,LRD,-0.9857,.,64_PP,early,12,+,_,1.31340653732843
chr16,25600000,26950000,LRD,-1.3355,.,64_PP,early,12,+,_,0.924291342802165
chr16,28200000,31300000,ERD,0.8078,.,64_PP,early,12,+,_,0.875064036763498
chr16,31800000,35300000,LRD,-1.4751,.,64_PP,early,12,+,_,0.956060373447532
chr16,48950000,49750000,LRD,-1.0316,.,64_PP,early,12,+,_,0.843258701139735
chr16,50800000,51550000,LRD,-1.0371,.,64_PP,early,12,+,_,0.961500126540771
chr16,52300000,52850000,LRD,-1.2977,.,64_PP,early,12,+,_,0.883193350653196
chr16,54600000,55300000,LRD,-1.0904,.,64_PP,early,12,+,_,0.963038882492755
chr16,56450000,59050000,ERD,0.5653,.,64_PP,early,12,+,_,0.86445744639579
chr16,59100000,61650000,LRD,-1.1284,.,64_PP,early,12,+,_,0.878416242870953
chr16,62250000,62600000,LRD,-1.2543,.,64_PP,early,12,+,_,0.758531657598102
chr16,62650000,65200000,LRD,-0.8194,.,64_PP,early,12,+,_,0.803464546331729
chr16,65250000,66100000,LRD,-1.1452,.,64_PP,early,12,+,_,0.940709809399261
chr16,66150000,70900000,ERD,0.5952,.,64_PP,early,12,+,_,0.820079256116742
chr16,74400000,75950000,ERD,0.5877,.,64_PP,early,12,+,_,0.796855754804669
chr16,76000000,80250000,LRD,-1.0507,.,64_PP,early,12,+,_,0.971869731693903
chr17,5700000,6000000,LRD,-0.6047,.,64_PP,early,12,+,_,1.2284205134284
chr17,6800000,8350000,ERD,0.6768,.,64_PP,early,12,+,_,0.705016932316872
chr17,10850000,11650000,LRD,-1.2732,.,64_PP,early,12,+,_,0.936918709536319
chr17,12200000,14950000,LRD,-1.2206,.,64_PP,early,12,+,_,0.868842088785654
chr17,18300000,19150000,ERD,1.0178,.,64_PP,early,12,+,_,1.54154365049813
chr17,21450000,25350000,LRD,-1.1582,.,64_PP,early,12,+,_,0.830889802164662
chr17,25400000,30950000,ERD,0.5576,.,64_PP,early,12,+,_,0.923261949420333
chr17,31150000,31800000,LRD,-1.2991,.,64_PP,early,12,+,_,0.948744655150786
chr17,31850000,32400000,LRD,-0.9527,.,64_PP,early,12,+,_,1.03541005438798
chr17,32450000,33000000,LRD,-0.5934,.,64_PP,early,12,+,_,0.913602507713415
chr17,36800000,39250000,ERD,0.6353,.,64_PP,early,12,+,_,0.828547293467897
chr17,39900000,46250000,ERD,0.8776,.,64_PP,early,12,+,_,0.969771029180128
chr17,46900000,49400000,ERD,0.5715,.,64_PP,early,12,+,_,0.818858818220892
chr17,49850000,53150000,LRD,-1.0973,.,64_PP,early,12,+,_,0.803692302953549
chr17,54850000,55350000,ERD,0.7028,.,64_PP,early,12,+,_,0.956601061103369
chr17,57350000,58850000,ERD,0.8246,.,64_PP,early,12,+,_,0.88771013708569
chr17,59550000,63100000,ERD,0.6497,.,64_PP,early,12,+,_,0.949668449826785
chr17,68750000,70150000,LRD,-1.2766,.,64_PP,early,12,+,_,0.961827221986052
